Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_008728515.1		Primary Assembly	Un			VSMJ01009153.1	Chromosome		NW_022170018.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009154.1	Chromosome		NW_022170019.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009155.1	Chromosome		NW_022170020.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009156.1	Chromosome		NW_022170021.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009157.1	Chromosome		NW_022170022.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009158.1	Chromosome		NW_022170023.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009159.1	Chromosome		NW_022170024.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009160.1	Chromosome		NW_022170025.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009161.1	Chromosome		NW_022170026.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009162.1	Chromosome		NW_022170027.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009163.1	Chromosome		NW_022170029.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009164.1	Chromosome		NW_022170030.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009165.1	Chromosome		NW_022170031.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009166.1	Chromosome		NW_022170032.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009167.1	Chromosome		NW_022170033.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009168.1	Chromosome		NW_022170034.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009169.1	Chromosome		NW_022170035.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009170.1	Chromosome		NW_022170037.1	unplaced-scaffold	1011		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009171.1	Chromosome		NW_022170038.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009172.1	Chromosome		NW_022170039.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009173.1	Chromosome		NW_022170040.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009174.1	Chromosome		NW_022170041.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009175.1	Chromosome		NW_022170042.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009176.1	Chromosome		NW_022170043.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009177.1	Chromosome		NW_022170044.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009178.1	Chromosome		NW_022170045.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009179.1	Chromosome		NW_022170047.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009180.1	Chromosome		NW_022170048.1	unplaced-scaffold	1010		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009181.1	Chromosome		NW_022170049.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009182.1	Chromosome		NW_022170050.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009183.1	Chromosome		NW_022170051.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009184.1	Chromosome		NW_022170052.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009185.1	Chromosome		NW_022170053.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009186.1	Chromosome		NW_022170054.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009187.1	Chromosome		NW_022170055.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009188.1	Chromosome		NW_022170056.1	unplaced-scaffold	1009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009189.1	Chromosome		NW_022170059.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009190.1	Chromosome		NW_022170060.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009191.1	Chromosome		NW_022170061.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009192.1	Chromosome		NW_022170062.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009193.1	Chromosome		NW_022170063.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009194.1	Chromosome		NW_022170064.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009195.1	Chromosome		NW_022170065.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009196.1	Chromosome		NW_022170066.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009197.1	Chromosome		NW_022170067.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009198.1	Chromosome		NW_022170069.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009199.1	Chromosome		NW_022170070.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009200.1	Chromosome		NW_022170071.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009201.1	Chromosome		NW_022170072.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009202.1	Chromosome		NW_022170073.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009203.1	Chromosome		NW_022170074.1	unplaced-scaffold	1008		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009204.1	Chromosome		NW_022170075.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009205.1	Chromosome		NW_022170076.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009206.1	Chromosome		NW_022170077.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009207.1	Chromosome		NW_022170078.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009208.1	Chromosome		NW_022170080.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009209.1	Chromosome		NW_022170081.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009210.1	Chromosome		NW_022170082.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009211.1	Chromosome		NW_022170083.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009212.1	Chromosome		NW_022170084.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009213.1	Chromosome		NW_022170085.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009214.1	Chromosome		NW_022170086.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009215.1	Chromosome		NW_022170087.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009216.1	Chromosome		NW_022170088.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009217.1	Chromosome		NW_022170090.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009218.1	Chromosome		NW_022170091.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009219.1	Chromosome		NW_022170092.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009220.1	Chromosome		NW_022170093.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009221.1	Chromosome		NW_022170094.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009222.1	Chromosome		NW_022170095.1	unplaced-scaffold	1007		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009223.1	Chromosome		NW_022170096.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009224.1	Chromosome		NW_022170097.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009225.1	Chromosome		NW_022170099.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009226.1	Chromosome		NW_022170100.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009227.1	Chromosome		NW_022170101.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009228.1	Chromosome		NW_022170102.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009229.1	Chromosome		NW_022170103.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009230.1	Chromosome		NW_022170104.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009231.1	Chromosome		NW_022170105.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009232.1	Chromosome		NW_022170106.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009233.1	Chromosome		NW_022170107.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009234.1	Chromosome		NW_022170109.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009235.1	Chromosome		NW_022170110.1	unplaced-scaffold	1006		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009236.1	Chromosome		NW_022170111.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009237.1	Chromosome		NW_022170112.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009238.1	Chromosome		NW_022170113.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009239.1	Chromosome		NW_022170114.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009240.1	Chromosome		NW_022170115.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009241.1	Chromosome		NW_022170116.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009242.1	Chromosome		NW_022170117.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009243.1	Chromosome		NW_022170118.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009244.1	Chromosome		NW_022170120.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009245.1	Chromosome		NW_022170121.1	unplaced-scaffold	1005		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009246.1	Chromosome		NW_022170122.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009247.1	Chromosome		NW_022170123.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009248.1	Chromosome		NW_022170124.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009249.1	Chromosome		NW_022170125.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009250.1	Chromosome		NW_022170126.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009251.1	Chromosome		NW_022170127.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009252.1	Chromosome		NW_022170129.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009253.1	Chromosome		NW_022170130.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009254.1	Chromosome		NW_022170131.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009255.1	Chromosome		NW_022170132.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009256.1	Chromosome		NW_022170133.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009257.1	Chromosome		NW_022170134.1	unplaced-scaffold	1004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009258.1	Chromosome		NW_022170135.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009259.1	Chromosome		NW_022170136.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009260.1	Chromosome		NW_022170137.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009261.1	Chromosome		NW_022170139.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009262.1	Chromosome		NW_022170140.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009263.1	Chromosome		NW_022170141.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009264.1	Chromosome		NW_022170142.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009265.1	Chromosome		NW_022170143.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009266.1	Chromosome		NW_022170144.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009267.1	Chromosome		NW_022170145.1	unplaced-scaffold	1003		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009268.1	Chromosome		NW_022170147.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009269.1	Chromosome		NW_022170148.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009270.1	Chromosome		NW_022170149.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009271.1	Chromosome		NW_022170150.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009272.1	Chromosome		NW_022170151.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009273.1	Chromosome		NW_022170152.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009274.1	Chromosome		NW_022170153.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009275.1	Chromosome		NW_022170154.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009276.1	Chromosome		NW_022170155.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009277.1	Chromosome		NW_022170158.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009278.1	Chromosome		NW_022170159.1	unplaced-scaffold	1002		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009279.1	Chromosome		NW_022170160.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009280.1	Chromosome		NW_022170161.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009281.1	Chromosome		NW_022170162.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009282.1	Chromosome		NW_022170163.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009283.1	Chromosome		NW_022170164.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009284.1	Chromosome		NW_022170165.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009285.1	Chromosome		NW_022170166.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009286.1	Chromosome		NW_022170168.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009287.1	Chromosome		NW_022170169.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009288.1	Chromosome		NW_022170170.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009289.1	Chromosome		NW_022170171.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009290.1	Chromosome		NW_022170172.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009291.1	Chromosome		NW_022170173.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009292.1	Chromosome		NW_022170174.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009293.1	Chromosome		NW_022170175.1	unplaced-scaffold	1001		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009294.1	Chromosome		NW_022170176.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009295.1	Chromosome		NW_022170177.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009296.1	Chromosome		NW_022170179.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009297.1	Chromosome		NW_022170180.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009298.1	Chromosome		NW_022170181.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009299.1	Chromosome		NW_022170182.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009300.1	Chromosome		NW_022170183.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009301.1	Chromosome		NW_022170184.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009302.1	Chromosome		NW_022170185.1	unplaced-scaffold	1000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009303.1	Chromosome		NW_022170186.1	unplaced-scaffold	999		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009304.1	Chromosome		NW_022170188.1	unplaced-scaffold	999		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009305.1	Chromosome		NW_022170189.1	unplaced-scaffold	998		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009306.1	Chromosome		NW_022170190.1	unplaced-scaffold	998		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009307.1	Chromosome		NW_022170191.1	unplaced-scaffold	997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009308.1	Chromosome		NW_022170192.1	unplaced-scaffold	997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009309.1	Chromosome		NW_022170193.1	unplaced-scaffold	997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009310.1	Chromosome		NW_022170194.1	unplaced-scaffold	997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009311.1	Chromosome		NW_022170195.1	unplaced-scaffold	997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009312.1	Chromosome		NW_022170197.1	unplaced-scaffold	997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009313.1	Chromosome		NW_022170198.1	unplaced-scaffold	997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009314.1	Chromosome		NW_022170199.1	unplaced-scaffold	996		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009315.1	Chromosome		NW_022170200.1	unplaced-scaffold	995		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009316.1	Chromosome		NW_022170201.1	unplaced-scaffold	991		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009317.1	Chromosome		NW_022170202.1	unplaced-scaffold	990		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009318.1	Chromosome		NW_022170203.1	unplaced-scaffold	989		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009319.1	Chromosome		NW_022170204.1	unplaced-scaffold	988		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009320.1	Chromosome		NW_022170205.1	unplaced-scaffold	988		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009321.1	Chromosome		NW_022170206.1	unplaced-scaffold	987		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009322.1	Chromosome		NW_022170208.1	unplaced-scaffold	987		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009323.1	Chromosome		NW_022170209.1	unplaced-scaffold	984		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009324.1	Chromosome		NW_022170210.1	unplaced-scaffold	983		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009325.1	Chromosome		NW_022170211.1	unplaced-scaffold	982		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009326.1	Chromosome		NW_022170212.1	unplaced-scaffold	980		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009327.1	Chromosome		NW_022170213.1	unplaced-scaffold	979		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009328.1	Chromosome		NW_022170214.1	unplaced-scaffold	979		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009329.1	Chromosome		NW_022170215.1	unplaced-scaffold	977		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009330.1	Chromosome		NW_022170216.1	unplaced-scaffold	977		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009331.1	Chromosome		NW_022170218.1	unplaced-scaffold	977		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009332.1	Chromosome		NW_022170219.1	unplaced-scaffold	973		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009333.1	Chromosome		NW_022170220.1	unplaced-scaffold	971		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009334.1	Chromosome		NW_022170221.1	unplaced-scaffold	970		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009335.1	Chromosome		NW_022170222.1	unplaced-scaffold	969		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009336.1	Chromosome		NW_022170223.1	unplaced-scaffold	968		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009337.1	Chromosome		NW_022170224.1	unplaced-scaffold	968		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009338.1	Chromosome		NW_022170226.1	unplaced-scaffold	965		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009339.1	Chromosome		NW_022170227.1	unplaced-scaffold	962		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009340.1	Chromosome		NW_022170228.1	unplaced-scaffold	962		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009341.1	Chromosome		NW_022170229.1	unplaced-scaffold	961		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009342.1	Chromosome		NW_022170230.1	unplaced-scaffold	960		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009343.1	Chromosome		NW_022170231.1	unplaced-scaffold	959		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009344.1	Chromosome		NW_022170232.1	unplaced-scaffold	954		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009345.1	Chromosome		NW_022170234.1	unplaced-scaffold	952		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009346.1	Chromosome		NW_022170235.1	unplaced-scaffold	951		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009347.1	Chromosome		NW_022170236.1	unplaced-scaffold	950		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009348.1	Chromosome		NW_022170237.1	unplaced-scaffold	950		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009349.1	Chromosome		NW_022170238.1	unplaced-scaffold	949		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009350.1	Chromosome		NW_022170239.1	unplaced-scaffold	948		
